case_number,debtor_name,debtor_cnpj,cnpj_source,name_match,razao_social,situacao,situacao_desc,porte,capital_social,uf,municipio,cnae_desc,rfb_source,band,band_reasons,plan_status,stage,filing_year,last_movement,updated_at,display_name,display_source,verified_name,verified_cnpj,group_members,administrator,proceeding,verified_confidence,verified_evidence,verified_at
4077687-05.2025.8.26.0100,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-06-30,2026-09-04T16:58:31Z,Grupo Pneus Paulista (ITAIM SERVICOS AUTOMOTIVOS LTDA / SAÚDE SERVICOS AUTOMOTIVOS LTDA / TA…),pdf-read,ITAIM SERVICOS AUTOMOTIVOS LTDA / SAÚDE SERVICOS AUTOMOTIVOS LTDA / TATUAPE SERVICOS AUTOMOTIVOS LTDA / VILA MARIANA SERVICOS AUTOMOTIVOS LTDA / ALPHAVILLE SERVICOS AUTOMOTIVOS LTDA / PP SERVICOS AUTOMOTIVOS LTDA,,"[""ITAIM SERVICOS AUTOMOTIVOS LTDA (CNPJ 24.890.702/0001-56)"", ""SAÚDE SERVICOS AUTOMOTIVOS LTDA (CNPJ 40.943.648/0001-16)"", ""TATUAPE SERVICOS AUTOMOTIVOS LTDA (CNPJ 36.552.334/0001-15)"", ""VILA MARIANA SERVICOS AUTOMOTIVOS LTDA (CNPJ 28.424.157/0001-63)"", ""ALPHAVILLE SERVICOS AUTOMOTIVOS LTDA (CNPJ 38.152.106/0001-83)"", ""PP SERVICOS AUTOMOTIVOS LTDA (CNPJ 36.718.470/0005-66)""]",,RJ,0.8,p.1 (pdftotext): 'ITAIM SERVICOS AUTOMOTIVOS LTDA - CNPJ: 24.890.702/0001-56 / Classe I - TRABALHISTA'; p.2: 'SAÚDE SERVICOS AUTOMOTIVOS LTDA - CNPJ: 40.943.648/0001-16'; p.3: 'TATUAPE SERVICOS AUTOMOTIVOS LTDA - CNPJ: 36.552.334/0001-15'; p.6: 'PP SERVICOS AUTOMOTIVOS LTDA - CNPJ: 36.718.470/0005-66',2026-09-04T16:58:30Z
4087055-04.2026.8.26.0100,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-02,2026-09-04T16:58:31Z,GRUPO OESTEFER,pdf-read,GRUPO OESTEFER,,"[""OESTE INDUSTRIA METALURGICA LTDA"", ""OESTE COMERCIAL DE FERRO E AÇO LTDA""]",,RJ,0.95,"p.2: 'Processo 4087055-04.2026.8.26.0100, Evento 1, DOCUMENTACAO9, Página 1 / RELAÇÃO NOMINAL DE CREDORES / Art. 51, inciso III, da Lei 11.101/2005 - GRUPO OESTEFER (Versão Final Consolidada)'; p.1 separation page: 'DISTRIBUÍDO POR SORTEIO Data: 20/05/2026 12:09:49'",2026-09-04T16:58:30Z
5000002-85.2023.8.24.3605,e Extrajudicia,07321858000105,doc:2c4565c9 score=2,0.2790697674418605,APAV SUPERMERCADO LTDA FALIDO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,e Extrajudicia,hint,,,,,,,,
5000080-63.2023.8.21.0016,5000080-63.2023.8.21.0016 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-06,2026-09-04T16:58:31Z,,,,,,,,,,
5000152-26.2023.8.21.0121,5000152-26.2023.8.21.0121 | CB2D,50197392000107,doc:cbd04239 score=2,0.25,CB2D SERVICOS JUDICIAIS LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-16,2026-09-04T16:58:31Z,,,,,,,,,,
5000298-02.2017.8.21.0049,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,,,,,,,,,,
5000333-25.2024.8.24.0536,5000333-25.2024.8.24.0536 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-07,2026-09-04T16:58:31Z,,,,,,,,,,
5000846-68.2020.8.21.0066,5000846-68.2020.8.21.0066 | CB2D,,,,,,,,,,,,,C,"6y since filing, no plan document",UNKNOWN,,2020,,2026-09-04T16:58:31Z,,,,,,,,,,
5000908-96.2025.8.24.0536,com pedido de tutela de urgência,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2025,2026-08-11,2026-09-04T16:58:31Z,,,,,,,,,,
5001013-67.2017.8.21.0009,5001013-67.2017.8.21.0009 | CB2D,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,,,,,,,,,,
5001016-22.2017.8.21.0009,5001016-22.2017.8.21.0009 | CB2D,,,,,,,,,,,,,C,"9y since filing, no plan document",UNKNOWN,,2017,,2026-09-04T16:58:31Z,,,,,,,,,,
5001024-38.2024.8.24.0019,Starkfest Indústria do Vestuário Ltda. - RLG-AJ,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-25,2026-09-04T16:58:31Z,Starkfest Indústria do Vestuário Ltda.,hint,,,,,,,,
5001299-84.2024.8.24.0019,DF Confecções Ltda. - RLG-AJ,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,DF Confecções Ltda.,hint,,,,,,,,
5001395-52.2021.8.21.0128,5001395-52.2021.8.21.0128 | CB2D,28637579000117,doc:b989ba8c score=5,0.11764705882352942,BRONCO COMERCIO DE ARTIGOS DO VESTUARIO LTDA - FALIDO,,,,,,,,NAME_MISMATCH,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,,,,,,,,,,
5001449-68.2023.8.21.0024,5001449-68.2023.8.21.0024 | CB2D,50306033000132,doc:57288e77 score=5,0.08,REGIS DANIEL RAMOS,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-06-30,2026-09-04T16:58:31Z,,,,,,,,,,
5001625-18.2022.8.24.0018,SCZ Scalzilli Administração Judicial,83018788000190,doc:8c577721 score=2,0.2898550724637681,ASSOCIACAO CHAPECOENSE DE FUTEBOL,,,,,,,,NAME_MISMATCH,C,case closed/archived,ESTIMATED,CLOSED,2022,2026-08-12,2026-09-04T16:58:31Z,,,,,,,,,,
5001743-15.2025.8.08.0024,Contemporânea Construções e Projetos Ltda. - RLG-AJ,07197417000135,doc:873137a7 score=3,0.8080808080808081,CONTEMPORANEA CONSTRUCOES E PROJETOS LTDA FALIDA,02,ATIVA,DEMAIS,2500000,ES,VITORIA,Construção de edifícios,minhareceita,A,plan/homologation document found,CONFIRMED,,2025,,2026-09-04T16:58:31Z,CONTEMPORANEA CONSTRUCOES E PROJETOS LTDA FALIDA,rfb,,,,,,,,
5001888-13.2023.8.24.0019,nos termos do Plano de Soerguimento a ser submetido oportunamente à aprecia,85310225000105,doc:41bad830 score=2,0.2524271844660194,MARCUS V. F. D'AGOSTINI LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-13,2026-09-04T16:58:31Z,MARCUS V F D’AGOSTINI,hint,,,,,,,,
5003049-91.2026.8.21.0001,"autos supracitados, em que é Requerente a empresa",30354754000100,doc:39c37799 score=2,0.4230769230769231,CM DISTRIBUIDORA DE CARNES LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-07,2026-09-04T16:58:31Z,CM DISTRIBUIDORA DE CARNES LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5003408-08.2023.8.24.0019,GECPAV CONSTRUÇÃO E PAVIMENTAÇÃO EIRELI,32137794000126,doc:6e9bc102 score=5,0.64,GECPAV CONSTRUCAO E PAVIMENTACAO LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,EMPRESA DE PEQUENO PORTE,650000,SC,CANOINHAS,Construção de rodovias e ferrovias,minhareceita,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,GECPAV CONSTRUCAO E PAVIMENTACAO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5003439-20.2020.8.24.0282,ALBERTINA MARTINS PEREIRA FRECCIA / ROBERTO BRUNATO FRECCIA – EPP / SOFIA FRECCIA CONFECÇÕES LTDA – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,D,document is a falência (bankruptcy) list,UNKNOWN,,2020,,2026-09-04T16:58:31Z,Albertina Martins Pereira Freccia ME / Roberto Brunato Freccia Ltda. / Sofia Freccia Confecções Ltda.,pdf-read,Albertina Martins Pereira Freccia ME / Roberto Brunato Freccia Ltda. / Sofia Freccia Confecções Ltda.,,"[""Albertina Martins Pereira Freccia ME"", ""Roberto Brunato Freccia Ltda."", ""Sofia Freccia Confecções Ltda.""]",,FALENCIA,0.85,"102b04dc p.1: 'Processo 5003439-20.2020.8.24.0282, Evento 1, INF26, Página 1 Credores / Relação Credores - Albertina Martins Pereira Freccia ME'; p.2: 'Evento 1, INF58 ... Relação Credores - Roberto Brunato Freccia Ltda.'; p.4: 'Evento 1, INF89 ... Relação Credores Sofia Freccia Confecções Ltda.'",2026-09-04T16:58:30Z
5003572-94.2020.8.21.0072,Catalise Administração Judicial,,,,,,,,,,,,,C,"6y since filing, no plan document",ESTIMATED,ACTIVE,2020,2026-07-23,2026-09-04T16:58:31Z,,,,,,,,,,
5003861-41.2023.8.21.0001,Catalise Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5003874-98.2022.8.21.0090,5003874-98.2022.8.21.0090 | CB2D,04239719000130,doc:0f0ec10c score=5,0.10526315789473685,AGROARACA INDUSTRIA DE ALIMENTOS LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-08-13,2026-09-04T16:58:31Z,AGROARACA INDUSTRIA DE ALIMENTOS LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5004592-19.2024.8.21.0028,5004592-19.2024.8.21.0028 | CB2D,88746763000127,doc:fefcbf43 score=5,0.1012658227848101,AGROPECUARIA GIRUA LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-12,2026-09-04T16:58:31Z,AGROPECUARIA GIRUA LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5004775-33.2024.8.24.0019,SCHUMANN MOVEIS E ELETRODOMESTICOS LTDA,04112118000162,doc:68d56a80 score=5,0.4421052631578947,GASIL COMERCIO E IMPORTACAO LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-08,2026-09-04T16:58:31Z,GASIL COMERCIO E IMPORTACAO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5004799-61.2024.8.24.0019,movida por DIOMAR ANTONIO DE SOUZA E CIA,06211721000127,doc:0586a5ad score=3,0.8405797101449275,DIOMAR ANTONIO DE SOUZA E CIA LTDA - FALIDO,02,ATIVA,DEMAIS,150000,SC,FAXINAL DOS GUEDES,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",minhareceita,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,DIOMAR ANTONIO DE SOUZA E CIA LTDA - FALIDO,rfb,,,,,,,,
5005840-92.2026.8.24.0019,DAL SA,79417846000181,doc:b0d72600 score=5,0.6666666666666665,DAL SANTO TRANSPORTES LTDA - EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,277243,SC,CHAPECO,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-08-07,2026-09-04T16:58:31Z,DAL SANTO TRANSPORTES LTDA - EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5005954-36.2023.8.24.0019,GILIOLI – Sgrott Administradora Judicial e Consultoria Empresarial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-28,2026-09-04T16:58:31Z,GILIOLI,hint,,,,,,,,
5005973-42.2023.8.24.0019,5005973-42.2023.8.24.0019 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5006054-94.2026.8.21.0010,Catalise Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2026,,2026-09-04T16:58:31Z,,,,,,,,,,
5006131-09.2023.8.24.0113,requerida por MEGASA,03974410000121,doc:ffb610db score=3,0.3880597014925373,MEGASAN SANEAMENTO LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-01,2026-09-04T16:58:31Z,MEGASAN SANEAMENTO LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5007102-48.2024.8.24.0019,SCZ Scalzilli Administração Judicial,03608067000100,doc:7ed77eca score=2,0.39285714285714285,ANDREA SECCHI FALIDO,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",UNKNOWN,,2024,,2026-09-04T16:58:31Z,,,,,,,,,,
5007435-75.2024.8.21.0021,5007435-75.2024.8.21.0021 | CB2D,73253908000180,doc:075624a9 score=5,0.08791208791208788,COMERCIAL AGROPECUARIA DOURADO LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-11,2026-09-04T16:58:31Z,COMERCIAL AGROPECUARIA DOURADO LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5007531-46.2021.8.21.0005,5007531-46.2021.8.21.0005 | CB2D,23205622000151,doc:d0783757 score=5,0.08333333333333329,DEIVID EMPREENDIMENTOS IMOBILIARIOS LTDA,,,,,,,,NAME_MISMATCH,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,,,,,,,,,,
5008261-83.2019.8.21.0019,SCZ Scalzilli Administração Judicial,20956486000143,doc:fc459b23 score=2,0.4242424242424242,COMERCIO DIGITAL WSTCST LTDA -,,,,,,,,NAME_MISMATCH,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,,,,,,,,,,
5008465-92.2023.8.24.0023,formulado por SELLETA SERVICOS LTDA,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2023,2026-08-07,2026-09-04T16:58:31Z,formulado por SELLETA SERVICOS LTDA,hint,,,,,,,,
5008550-51.2025.8.08.0024,GRUPO MDG CREMASCO MEDICINA DIAGNÓSTICA LTDA,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2025,2026-08-18,2026-09-04T16:58:31Z,GRUPO MDG CREMASCO MEDICINA DIAGNÓSTICA LTDA,hint,,,,,,,,
5008630-83.2025.8.24.0019,Grupo Madeireira Madefus - RLG-AJ,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2025,2026-08-10,2026-09-04T16:58:31Z,Grupo Madeireira Madefus,hint,,,,,,,,
5008793-34.2023.8.24.0019,AZEPLAST INDÚSTRIA E COMÉRCIO LTDA,05378317000180,doc:229081ed score=3,0.6216216216216216,CRISTAL MASTER INDUSTRIA E COMERCIO LTDA,02,ATIVA,DEMAIS,5000000,SC,JOINVILLE,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-07-11,2026-09-04T16:58:31Z,AZEPLAST INDÚSTRIA E COMÉRCIO LTDA,pdf-read,AZEPLAST INDÚSTRIA E COMÉRCIO LTDA,,[],,RJ,0.97,"p.1 (both PDFs f1851f88 and 229081ed): ""RECUPERAÇÃO JUDICIAL / AZEPLAST INDÚSTRIA E COMÉRCIO LTDA / Processo nº 5008793-34.2023.8.24.0019/SC / Vara Regional de Falências e Recuperação Judicial e Extrajudicial da Comarca de Concórdia/SC / QUADRO GERAL DE CREDORES""",2026-09-04T16:58:30Z
5009149-92.2024.8.24.0019,Suinocultura Kunzler - RLG-AJ,55365447000156,reader,0.5185185185185186,NELSON LEOPOLDO KUNZLER JUNIOR EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-07-07,2026-09-04T16:58:31Z,SUINOCULTURA KUNZLER,pdf-read,SUINOCULTURA KUNZLER,55365447000156,"[""NELSON LEOPOLDO KUNZLER JUNIOR (CPF 023.273.829-71, CNPJ 55.365.447/0001-56)"", ""GIOVANA XAVIER BAPTISTA KUNZLER (CPF 047.393.669-08, CNPJ 55.778.140/0001-87)"", ""NELSON LEOPOLDO KUNZLER (Espólio) (CPF 031.993.399-72, CNPJ 58.105.667/0001-39)"", ""IVONE KUNZLER (CPF 655.900.589-53, CNPJ 58.105.666/0001-94)"", ""COMPANHIA AGROPECUARIA DO ALTO URUGUAI CATARINENSE S/A (AMAUC S/A) (CNPJ 07.392.864/0001-45)"", ""TRANSPORTES J.J. KUNZLER LTDA (CNPJ 05.143.683/0001-50)""]","RLG ADM JUDICIAL LTDA / 'RLG ADMINISTRAÇÃO JUDICIAL' (CNPJ 47.433.067/0001-83), represented by Frederico Rezende and Alexandre Leite",RJ,0.9,"a62ac8ee p.1 / f57b212d p.1: 'Nome: SUINOCULTURA KUNZLER Proc.: Recuperação Judicial ... CNPJ: 55.365.447/0001-56 ... Natureza: Produtor Rural - Suínos ... Endereço: Linha Terra Vermelha, s/n, Campo, município de Concórdia.' ; 6c6ecb84 p.1: 'Recuperação Judicial Nº 5009149-92.2024.8.24.0019/SC AUTOR: GIOVANA XAVIER BAPTISTA KUNZLER AUTOR: NELSON LEOPOLDO KUNZLER (Espólio) ...'",2026-09-04T16:58:30Z
5009367-03.2021.8.21.0022,Catalise Administração Judicial,27569069000197,doc:bd2049db score=2,0.4444444444444444,REINALDO OLIVEIRA DE OLIVEIRA JUNIOR LTDA,,,,,,,,NAME_MISMATCH,A,plan/homologation document found,CONFIRMED,,2021,,2026-09-04T16:58:31Z,proposta por Reinaldo Oliveira de Oliveira Júnior Eireli,hint,,,,,,,,
5009369-87.2022.8.21.0005,5009369-87.2022.8.21.0005 | CB2D,34729184000147,doc:7c11a437 score=5,0.07692307692307693,EMPORIO CAPOANI LTDA,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-08-04,2026-09-04T16:58:31Z,,,,,,,,,,
5009474-18.2019.8.21.0022,Catalise Administração Judicial,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,,,,,,,,,,
5009529-81.2025.8.24.0019,,33041260065290,doc:2e464116 score=2,,GRUPO CASAS BAHIA S.A.,02,ATIVA,DEMAIS,7138908700,SP,SAO PAULO,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,minhareceita,B,"live case, no plan document yet",UNKNOWN,,2025,,2026-09-04T16:58:31Z,GRUPO CASAS BAHIA S.A.,rfb,,,,,,,,
5009671-74.2022.8.21.0019,Catalise Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-02-10,2026-09-04T16:58:31Z,,,,,,,,,,
5009856-38.2024.8.21.0021,"ora apresentado, requer o Grupo Recuperando que Vossa",,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2024,2026-08-12,2026-09-04T16:58:31Z,"ora apresentado, requer o Grupo Recuperando que Vossa",hint,,,,,,,,
5009901-48.2024.8.21.0019,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-03,2026-09-04T16:58:31Z,,,,,,,,,,
5011369-81.2026.8.09.0093,,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2026,2026-07-31,2026-09-04T16:58:31Z,,,,,,,,,,
5011460-76.2025.8.21.0028,Agropecuária Pfeifer - RLG-AJ,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2025,2026-08-12,2026-09-04T16:58:31Z,Agropecuária Pfeifer,hint,,,,,,,,
5011460-87.2023.8.24.0020,,26588741000129,reader,1.0,TOP TEXTIL EMBALAGENS LTDA EM RECUPERACAO JUDICIAL,02,ATIVA,DEMAIS,90000,SC,FORQUILHINHA,Fabricação de outros produtos têxteis não especificados anteriormente,minhareceita,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-07,2026-09-04T16:58:31Z,TOP TEXTIL EMBALAGENS LTDA,pdf-read,TOP TEXTIL EMBALAGENS LTDA,26588741000129,[],,RJ,0.92,"p.1: ""RECUPERAÇÃO JUDICIAL / TOP TEXTIL EMBALAGENS LTDA / ANEXO V / RELAÇÃO DE CREDORES / EM CUMPRIMENTO AO ART. 51, III DA LEI 11.101/2005""; p.2: ""TOP TEXTIL EMBALAGENS LTDA / CNPJ: 26.588.741/0001-29 / RELAÇÃO DE CREDORES""",2026-09-04T16:58:30Z
5012295-78.2023.8.24.0019,GAMAC IMPORTACAO E EXPORTACAO LTDA,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-06-15,2026-09-04T16:58:31Z,GAMAC IMPORTACAO E EXPORTACAO LTDA (EM RECUPERAÇÃO JUDICIAL),pdf-read,GAMAC IMPORTACAO E EXPORTACAO LTDA (EM RECUPERAÇÃO JUDICIAL),,[],JOAO CARLOS E FERNANDO SCALZILLI ADVOGADOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS,RJ,0.95,"[a57b29e0 p.1] 'RECUPERAÇÃO JUDICIAL Nº 5012295-78.2023.8.24.0019/SC AUTOR: GAMAC IMPORTACAO E EXPORTACAO LTDA (EM RECUPERAÇÃO JUDICIAL) EDITAL Nº 310055656163 EDITAL DO ART. 7º, § 2º DA LEI 11.101/2005'",2026-09-04T16:58:30Z
5012306-16.2022.8.21.0023,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2022,2026-08-13,2026-09-04T16:58:31Z,ASSOCIAÇÃO DE CARIDADE SANTA CASA DO RIO GRANDE,pdf-read,ASSOCIAÇÃO DE CARIDADE SANTA CASA DO RIO GRANDE,,[],SCZ Scalzilli Administração Judicial (not named explicitly in the edital; inferred from the AJ e-mail rj.santacasariogrande@scalzilli.com.br printed on page 1 and the hosting portal),RJ,0.95,"p.1 (ebfb999b): 'RECUPERAÇÃO JUDICIAL Nº 5012306-16.2022.8.21.0023/RS AUTOR: ASSOCIACAO DE CARIDADE SANTA CASA DE RIO GRANDE ... Local: Rio Grande Data: 20/03/2023 ... EDITAL DE INTIMAÇÃO DOS ARTS. 7º, § 2º E 55 LEI 11.101/2005 ... PROCESSO: 5012306-16.2022.8.21.0023. AUTOR: ASSOCIAÇÃO DE CARIDADE SANTA CASA DO RIO GRANDE.'",2026-09-04T16:58:30Z
5012487-62.2024.8.24.0023,Figueirense Futebol Clube – Recuperação Judicial | Administração Judicial - Credibilità,,,,,,,,,,,,,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2024,2026-08-06,2026-09-04T16:58:31Z,Figueirense Futebol Clube,hint,,,,,,,,
5012743-51.2023.8.24.0019,Alto Uruguai Indústria e Comércio de Óleos Ltda,31158176000108,doc:ab1781e6 score=2,0.5,BBR AGRO SUPLEMENTOS LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-14,2026-09-04T16:58:31Z,Alto Uruguai Indústria e Comércio de Óleos Ltda,pdf-read,Alto Uruguai Indústria e Comércio de Óleos Ltda,,[],,RJ,0.97,"p.1 (both PDFs ab1781e6 and 75336e98): ""RECUPERAÇÃO JUDICIAL / Alto Uruguai Indústria e Comércio de Óleos Ltda / Processo n° 5012743-51.2023.8.24.0019 / Juízo da Vara Regional de Falências e Rec. Judiciais e Extrajudiciais da Comarca de Concórdia - SC / RELAÇÃO DE CREDORES (art. 7º da Lei 11.101/2005)""",2026-09-04T16:58:30Z
5013238-95.2023.8.24.0019,5013238-95.2023.8.24.0019 | CB2D,06368045000108,doc:056df00c score=5,0.08695652173913046,FRIAVES INDUSTRIAL DE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,B,"live case, no plan document yet",ESTIMATED,ACTIVE,2023,2026-08-11,2026-09-04T16:58:31Z,FRIAVES INDUSTRIAL DE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,rfb,,,,,,,,
5014104-85.2021.8.21.0010,SCZ Scalzilli Administração Judicial,03018339000103,doc:84c58636 score=2,0.4444444444444444,VECTOR INDUSTRIA DE PRODUTOS METALURGICOS LTDA - EM RECUPERACAO JUDICIAL,,,,,,,,NAME_MISMATCH,C,"5y since filing, no plan document",ESTIMATED,ACTIVE,2021,2026-08-14,2026-09-04T16:58:31Z,VECTOR INDÚSTRIA DE PRODUTOS METALÚRGICOS LTDA.,pdf-read,VECTOR INDÚSTRIA DE PRODUTOS METALÚRGICOS LTDA.,03018339000103,[],,RJ,0.93,"p1 (84c58636): ""RECUPERAÇÃO EXTRAJUDICIAL Nº 5014104-85.2021.8.21.0010/RS REQUERENTE: VECTOR INDUSTRIA DE PRODUTOS METALURGICOS LTDA ... EDITAL DOS ARTS. 7º, § 2º E 55 LEI 11.101/2005 ... NATUREZA: RECUPERAÇÃO DE EMPRESA. PROCESSO: 5014104-85.2021.8.21.0010. AUTOR: VECTOR INDÚSTRIA DE PRODUTOS METALÚRGICOS LTDA. (03.018.339/0001-03)""",2026-09-04T16:58:30Z
5014445-78.2023.8.24.0036,e Extrajudicia,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,e Extrajudicia,hint,,,,,,,,
5021069-77.2019.8.21.0001,5021069- 77.2019.8.21.0001 | CB2D,,,,,,,,,,,,,C,"7y since filing, no plan document",UNKNOWN,,2019,,2026-09-04T16:58:31Z,,,,,,,,,,
5021496-35.2023.8.21.0001,5021496-35.2023.8.21.0001 | CB2D,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2023,,2026-09-04T16:58:31Z,,,,,,,,,,
5021639-32.2021.8.21.0021,SCZ Scalzilli Administração Judicial,,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,,,,,,,,,,
5022281-22.2022.8.08.0024,e Falência,,,,,,,,,,,,,B,"live case, no plan document yet",UNKNOWN,,2022,,2026-09-04T16:58:31Z,Grupo Criart,hint,,,,,,,,
5022382-25.2023.8.08.0024,Instituto CAV - RLG-AJ,,,,,,,,,,,,,A,plan/homologation document found,CONFIRMED,ACTIVE,2023,2026-08-19,2026-09-04T16:58:31Z,Instituto CAV,hint,,,,,,,,
5024222-97.2021.8.24.0023,Figueirense Futebol Clube – Recuperação Extrajudicial | Administração Judicial - Credibilità,,,,,,,,,,,,,C,"5y since filing, no plan document",UNKNOWN,,2021,,2026-09-04T16:58:31Z,Figueirense Futebol Clube,hint,,,,,,,,
